owner,bookNFT,tokenId,stakedAmount,claimable_raw,owed_raw,owed_like
0x874C506D93e1bc08d735730A2e20beD16CE5bDB9,0x9cA7f7FAF79544FEEF185b50749D3f814E3748ce,884,500000000,2175475093164641313,0,0.0
0x78eDDc163275E9e254557313CaD83D88e680c99f,0x9cA7f7FAF79544FEEF185b50749D3f814E3748ce,1525,2,0,0,0.0
0x8F176D80F72eA56Fbf61b5E56b84414689EA26bA,0xa2223E10aE8Db458FB5c599DA3BBF95BB6665e23,46,104696699,239929146,169162342,169.162342
0x13d6f5A180A8ff82E2e74847D9bc91b537b03A2E,0xa2223E10aE8Db458FB5c599DA3BBF95BB6665e23,58,100000000,0,0,0.0
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0xa2223E10aE8Db458FB5c599DA3BBF95BB6665e23,693,3000000,6874977,4847211,4.847211
0x662A79fBc9ae681d7cD19A7275Aa8b3187CcA622,0xa2223E10aE8Db458FB5c599DA3BBF95BB6665e23,1420,5000000000,0,0,0.0
0x8F176D80F72eA56Fbf61b5E56b84414689EA26bA,0x0d9daD7d5BA162c98260398B5494cC133292b5Ad,49,1000000,24041398294068009,0,0.0
0xea13e2a6c52CE61c506247267D15d3bbA7CABA53,0x0d9daD7d5BA162c98260398B5494cC133292b5Ad,296,500000000,12020699147326279594,0,0.0
0x11BE308ab7C4F0E330FEB1F1F7eD5E21185B8066,0x0d9daD7d5BA162c98260398B5494cC133292b5Ad,1048,1000000000,24041398294084608940,0,0.0
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0x0d9daD7d5BA162c98260398B5494cC133292b5Ad,715,3000000,72124194882319750,0,0.0
0x4D58578253de8d9deb6A57FAf43E0e3226C9629B,0x0d9daD7d5BA162c98260398B5494cC133292b5Ad,851,10000000000,240413982940412345436,0,0.0
0x98e6269f33d3191b6e6DEdD01e93c51cc14257d3,0x0d9daD7d5BA162c98260398B5494cC133292b5Ad,1044,10800000000,259647101576113776559,0,0.0
0x78eDDc163275E9e254557313CaD83D88e680c99f,0x0d9daD7d5BA162c98260398B5494cC133292b5Ad,1515,2,0,0,0.0
0x13d6f5A180A8ff82E2e74847D9bc91b537b03A2E,0x5a84A921113340E8edD133931b55EB6e855259Ce,53,100000000,0,0,0.0
0x7fF3c36212F5B10846B7A2569b7b8a822a900050,0x5a84A921113340E8edD133931b55EB6e855259Ce,87,1000000000,0,0,0.0
0x64110F5bd00561cC7D1Df17f8FAf7168A80985Ac,0x5a84A921113340E8edD133931b55EB6e855259Ce,361,20542972282,355859369,346884664,346.884664
0x82D3871bCBB8a8E9B9Db67471dA9EC87aD8d653e,0x5a84A921113340E8edD133931b55EB6e855259Ce,478,100000000,15306575,14920546,14.920546
0x550Bf893A4DC87A76F99726581c8f6bBE87a028d,0x5a84A921113340E8edD133931b55EB6e855259Ce,625,100000000,1732268,1688580,1.68858
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0x5a84A921113340E8edD133931b55EB6e855259Ce,801,3000000,51968,50657,0.050657
0x7fF3c36212F5B10846B7A2569b7b8a822a900050,0xa1D7F3e0a45206CFf39110aF4a7542407289e829,72,1000000000,5873624,5563026,5.563026
0xC4B2d5a6eDba534A848336173e4136f078E1b7ef,0xa1D7F3e0a45206CFf39110aF4a7542407289e829,97,53213473929,610803341,578504021,578.504021
0x8F176D80F72eA56Fbf61b5E56b84414689EA26bA,0xa1D7F3e0a45206CFf39110aF4a7542407289e829,108,500000000,14329095,13571371,13.571371
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0xa1D7F3e0a45206CFf39110aF4a7542407289e829,113,354000000,10144999,9608530,9.60853
0x13eDf0A12d119C961cfcAFD238e4DAA839324DdB,0xa1D7F3e0a45206CFf39110aF4a7542407289e829,370,100000000,2865819,2714274,2.714274
0xe425120DfcCa03aee142d222a558ECA316D68fFb,0xa1D7F3e0a45206CFf39110aF4a7542407289e829,392,96000000,39332796,37252874,37.252874
0xdc6B04B4e40fDe7c0e9ee1171F913FebDbB4b88B,0xa1D7F3e0a45206CFf39110aF4a7542407289e829,416,208000000,85221059,80714563,80.714563
0x8EB12Be95E325376721Dd6dDeA39306171fAc71d,0xa1D7F3e0a45206CFf39110aF4a7542407289e829,484,10000000,3418959,3238164,3.238164
0x9Bd0787873B50990c14Ef9155D7a095753C22485,0xa1D7F3e0a45206CFf39110aF4a7542407289e829,552,25000000,716454,678567,0.678567
0x874C506D93e1bc08d735730A2e20beD16CE5bDB9,0xa1D7F3e0a45206CFf39110aF4a7542407289e829,880,100000000,34189596,32381647,32.381647
0xC3667DcAD0d71301E913b6cb8741538B7CFe251c,0xa1D7F3e0a45206CFf39110aF4a7542407289e829,1084,10000000000,569865797,539731252,539.731252
0x3Ec3637e54D54d1bD289C0272Ccb4A665eEcf725,0xa1D7F3e0a45206CFf39110aF4a7542407289e829,1162,100000000,2865819,2714274,2.714274
0xF0177457dD06f99fA1973aDA68903DdF3B6De2BD,0xa1D7F3e0a45206CFf39110aF4a7542407289e829,1344,100000000,587362,556302,0.556302
0x1d1F6bEbaB8A03a09fd2E28A2D152a912d4D87c9,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,599,350000000,9515514,6918059,6.918059
0x979b80a90E51318Eb046a5b90E2F4c742e14366e,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,598,10000000000,0,0,0.0
0x3FfC07ED6a65E379E39Bef93e713ee3Ff77a56e4,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,535,1000000000,3548243566,2579677739,2579.677739
0x2696cBF8Ef06175cd2DDb80b928f7A8E81De1e3e,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,539,50000000000,0,0,0.0
0x8F176D80F72eA56Fbf61b5E56b84414689EA26bA,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,540,7978,0,0,0.0
0x2EdA6e34136F734e99cFdA84fD62f2d5f2343b51,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,541,306630000,0,0,0.0
0xea13e2a6c52CE61c506247267D15d3bbA7CABA53,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,554,1569,0,0,0.0
0x20981700Abe3283E1de60C77588201fB399634EE,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,568,200000000,34710404,25235487,25.235487
0xB7f78A12c040ab03eEd909915a3605B91cb099f5,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,571,1000000000,153862312,111862439,111.862439
0xac770FE814f733a7c74F3698e9ff49b0AcEFDa75,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,574,345,0,0,0.0
0x36F322fC85B24aB13263CFE9217B28f8E2b38381,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,576,170948700000,4647613800,3378952338,3378.952338
0x756672046297F17a1bfC4D592B22C6dfc4c35215,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,577,205920000,7735812,5624163,5.624163
0x0896E95b1750843432D10Ca0BAbf8bbD67d6C675,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,582,7000000,190310,138360,0.13836
0xA8a98a84f2403deDf70cc77cCF524faF7431066b,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,1055,50000000,0,0,0.0
0x1A5F2BeCc503a7D795bc8154061168856ef33C27,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,604,100000000,2718718,1976588,1.976588
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,605,4483,0,0,0.0
0x765c6F7a13b989461165367D4C4F470D4B467f85,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,611,1000000000,0,0,0.0
0xC25D144E6Fc60f507864E83606dAe5746b5FFA21,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,615,16110000,437985,318428,0.318428
0xd3448A4843981BaEB66459Faab20cB6e669419F4,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,1073,1000000,0,0,0.0
0xaD6000372440657550810e8cD337822821F321d9,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,810,100000000,2718718,1976588,1.976588
0x62720DaC71D20AB6ca7e45F222dCFc77A69f9fb3,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,1011,100000000,326396,237299,0.237299
0x7b94f66D075F201C5F28059C73Af3923c1D69A53,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,814,200000000,5437436,3953176,3.953176
0x0686BcD9e5A94d9f0b29EA7Ce1887d8B2dA21e86,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,815,1000000000,0,0,0.0
0x233441646EBa8E2cdd166E449dB605E05E74ABe2,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,817,200000000,5256526,3821649,3.821649
0xDc7cd28a98E780711D72CC0a7AB484B3ccF89910,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,863,10000000,231581,168366,0.168366
0x874C506D93e1bc08d735730A2e20beD16CE5bDB9,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,888,1000000000,22123273,16084272,16.084272
0xa2b7350aDA8c594581C78962F01988600E611aa6,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,895,200000000,0,0,0.0
0x310CFFB4198eCBf3F1f9064846d7473E177621AE,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,921,101000000000,1965926565,1429286604,1429.286604
0xF0269C48252Cd4c942A54F7c2e1a0D5870FDb348,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,918,39229310000,763583590,555147794,555.147794
0xea2CA5022a73e881Ea5716e6955ab665b46819Cf,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,919,100000000,1946461,1415134,1.415134
0x07A43459F8a515EF8EEFA85D993285cf64D80F78,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,920,15209928154,0,0,0.0
0x0eC01C8b47d83F4965F91a42DfDbbe391AAD4b79,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,922,7637,0,0,0.0
0x3d3e5223330a00C76027852E5272f208e0e17031,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,932,50000000,921881,670234,0.670234
0x880d1303B47CF2ca05FF0cd62543Dc2752BF8B37,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,937,168888000,2901854,2109733,2.109733
0x9a4D3d8426479987dc5cEa2637b4757d68cECa17,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,956,1000000,12909,9385,0.009385
0x47e6c59d1AA905Eb1e847c91E1248a35b8AC3ab4,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,1008,3000000000,9791907,7119005,7.119005
0xDd0fc492DeCA435a75A1f850240772e2664D3990,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,1051,500000000,0,0,0.0
0xC6d5ED6D13bdB38cCb5c4B34f6f64FEf6623ab2D,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,1135,100000000,0,0,0.0
0x955DA9462C4960Cf9aEd82B111c12FB13704e09a,0x183464E20743D52C3cAAEdEc40b52C164F42E9Ef,1136,100000000,0,0,0.0
0x5B357b6DFBc10151dd4775c70b5355a7C8498f29,0xD08EB66DAe9Bad58626ac4ED6A4a102b134b7457,909,100000000,31433,30600,0.0306
0xea267bDd43d310734057e5dBDB02330528C21f05,0xD08EB66DAe9Bad58626ac4ED6A4a102b134b7457,1088,1100000000,4111729,4002851,4.002851
0x13d6f5A180A8ff82E2e74847D9bc91b537b03A2E,0xD08EB66DAe9Bad58626ac4ED6A4a102b134b7457,908,14000000000,4400753,4284221,4.284221
0x8F176D80F72eA56Fbf61b5E56b84414689EA26bA,0xD08EB66DAe9Bad58626ac4ED6A4a102b134b7457,915,80227807931,264619170,257612108,257.612108
0x7fF3c36212F5B10846B7A2569b7b8a822a900050,0xD08EB66DAe9Bad58626ac4ED6A4a102b134b7457,916,1000000000,314339,306015,0.306015
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0xD08EB66DAe9Bad58626ac4ED6A4a102b134b7457,929,3000000,23521,22898,0.022898
0x1c088F9bF5C0c1Bdd63dF843F5fD328BC7a6E675,0xD08EB66DAe9Bad58626ac4ED6A4a102b134b7457,934,1000000000,14453119,14070402,14.070402
0x3FfC07ED6a65E379E39Bef93e713ee3Ff77a56e4,0xD08EB66DAe9Bad58626ac4ED6A4a102b134b7457,938,1000000000,14453119,14070402,14.070402
0x2696cBF8Ef06175cd2DDb80b928f7A8E81De1e3e,0xD08EB66DAe9Bad58626ac4ED6A4a102b134b7457,951,4003679831,7178296,6988215,6.988215
0xB0fD5a878DBF3F9358A251caF9b6Fc692A999cA7,0xD08EB66DAe9Bad58626ac4ED6A4a102b134b7457,1081,2400000000,754414,734437,0.734437
0x874C506D93e1bc08d735730A2e20beD16CE5bDB9,0xD08EB66DAe9Bad58626ac4ED6A4a102b134b7457,1543,100000000,31433,30600,0.0306
0xB2206f941A5206B55BFA33E665687523A8bcEd80,0xD08EB66DAe9Bad58626ac4ED6A4a102b134b7457,1397,100000000,31433,30600,0.0306
0xea7d3868A81bBbB8814AFe37E199fc6ed49c3CaE,0xD08EB66DAe9Bad58626ac4ED6A4a102b134b7457,1351,5000000000,8964623,8727241,8.727241
0xC3667DcAD0d71301E913b6cb8741538B7CFe251c,0x9483913D6207c0Dd3c54D7856C23145F1279cA52,129,50000000000,2322138211,2321585814,2321.585814
0x625B192B5019bcA08F4C312ba4319203e5e07e94,0x9483913D6207c0Dd3c54D7856C23145F1279cA52,133,10000000,189089,189044,0.189044
0x0686BcD9e5A94d9f0b29EA7Ce1887d8B2dA21e86,0x9483913D6207c0Dd3c54D7856C23145F1279cA52,175,1000000000,38675730,38666529,38.666529
0xea13e2a6c52CE61c506247267D15d3bbA7CABA53,0x9483913D6207c0Dd3c54D7856C23145F1279cA52,201,100000000,8537455,8535424,8.535424
0xF0269C48252Cd4c942A54F7c2e1a0D5870FDb348,0x9483913D6207c0Dd3c54D7856C23145F1279cA52,358,58000000,4660914,4659805,4.659805
0xbf2217e4d458B4219DF6943853a053Ad4db772fa,0x9483913D6207c0Dd3c54D7856C23145F1279cA52,989,20035360,515727,515604,0.515604
0xd99B54a04AA66aF4B8F4066352a8353ac55f4766,0x9483913D6207c0Dd3c54D7856C23145F1279cA52,612,1000000,69938,69921,0.069921
0xBCa9846312aA78aB6f570FfaDee22863B1163FC1,0x9483913D6207c0Dd3c54D7856C23145F1279cA52,617,30000000000,2098145488,2097646371,2097.646371
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0x9483913D6207c0Dd3c54D7856C23145F1279cA52,803,3000000,149936,149900,0.1499
0xf987062380BE7B7bF5Ce8fC9C75c8A00652De636,0x9483913D6207c0Dd3c54D7856C23145F1279cA52,850,10000000,699381,699214,0.699214
0x2696cBF8Ef06175cd2DDb80b928f7A8E81De1e3e,0x9483913D6207c0Dd3c54D7856C23145F1279cA52,912,10020441523,257934868,257873509,257.873509
0x775E80246A1C3aac7ce389B481a8e74E1F2FEbCB,0x9483913D6207c0Dd3c54D7856C23145F1279cA52,971,6632,0,0,0.0
0x65F3ea02d4de5d10589bEddAEbebCD10231E8708,0x9483913D6207c0Dd3c54D7856C23145F1279cA52,1016,100000000,4997884,4996695,4.996695
0xF0177457dD06f99fA1973aDA68903DdF3B6De2BD,0x9483913D6207c0Dd3c54D7856C23145F1279cA52,1343,100000000,0,0,0.0
0xea7d3868A81bBbB8814AFe37E199fc6ed49c3CaE,0x9483913D6207c0Dd3c54D7856C23145F1279cA52,1352,5000000000,113881119,113854028,113.854028
0x63252957c9f9a6E7D4558Fd7cC64Be55E8d38A81,0xdDBa03e8e8459d4afD9ac6eA226209b7E56d5AF1,138,2000000000,6630032644982543693,309553278,309.553278
0x8EB12Be95E325376721Dd6dDeA39306171fAc71d,0xdDBa03e8e8459d4afD9ac6eA226209b7E56d5AF1,421,10000000,33150163226433437,1547766,1.547766
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0xdDBa03e8e8459d4afD9ac6eA226209b7E56d5AF1,765,3000000,9945048967473815,464329,0.464329
0x78eDDc163275E9e254557313CaD83D88e680c99f,0xdDBa03e8e8459d4afD9ac6eA226209b7E56d5AF1,1513,2,623130746,0,0.0
0x63252957c9f9a6E7D4558Fd7cC64Be55E8d38A81,0xeC56635DC9a3dC8bF453a1A960917F3A5eF265ec,144,2000000000,132390424,132349560,132.34956
0xC7D3aEA5789630fF007d78b0C0cbcf516ed01328,0xeC56635DC9a3dC8bF453a1A960917F3A5eF265ec,411,100000000,13439106,13434957,13.434957
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0xeC56635DC9a3dC8bF453a1A960917F3A5eF265ec,808,3000000,403173,403048,0.403048
0x3f6B1945F22De27540fe293E35F1256594B7a13c,0xeC56635DC9a3dC8bF453a1A960917F3A5eF265ec,995,7919420000,0,0,0.0
0xbf2217e4d458B4219DF6943853a053Ad4db772fa,0xeC56635DC9a3dC8bF453a1A960917F3A5eF265ec,1431,20000000,0,0,0.0
0xea13e2a6c52CE61c506247267D15d3bbA7CABA53,0x5Bd162A3F47B40f57d41f0667e51B37D2b790cE8,149,530184943,0,0,0.0
0x3d3e5223330a00C76027852E5272f208e0e17031,0x5Bd162A3F47B40f57d41f0667e51B37D2b790cE8,290,100000000,0,0,0.0
0xD5013D3802F2B870209058e0Ff105Bf97F8B822D,0x5Bd162A3F47B40f57d41f0667e51B37D2b790cE8,365,100000000,0,0,0.0
0x625B192B5019bcA08F4C312ba4319203e5e07e94,0x5Bd162A3F47B40f57d41f0667e51B37D2b790cE8,379,10000000,0,0,0.0
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0x5Bd162A3F47B40f57d41f0667e51B37D2b790cE8,701,3000000,0,0,0.0
0x7fF3c36212F5B10846B7A2569b7b8a822a900050,0x5Bd162A3F47B40f57d41f0667e51B37D2b790cE8,1369,1000000000,0,0,0.0
0xC6473A964F160B24576946d5c616caDE88B0465C,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,157,47836109214,389717156,389714972,389.714972
0xa037Feb6508A8C2F93bb19f6721730C45921f2D0,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,181,3000000000,110904147,110903525,110.903525
0x3d3e5223330a00C76027852E5272f208e0e17031,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,197,5000000,3669174,3669153,3.669153
0xea13e2a6c52CE61c506247267D15d3bbA7CABA53,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,204,200000000,3013676,3013659,3.013659
0x0686BcD9e5A94d9f0b29EA7Ce1887d8B2dA21e86,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,226,1000000000,43857486,43857240,43.85724
0x8F176D80F72eA56Fbf61b5E56b84414689EA26bA,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,293,1000000000,43857486,43857240,43.85724
0x24cD9d885Fe462354E74BdC5361E0886441875DC,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,330,10000000,3095629,3095611,3.095611
0x66AD8D3E0db87Ae882C1788e2cda9e31cDB4F013,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,354,1000000000,176921914,176920922,176.920922
0x7bd57425c60b32Be5a7DF107D3D119ADf7C8a440,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,397,100000000,49690670,49690391,49.690391
0x6f72fAa82c120ca06E25d01D7123EfF09257fcD3,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,412,100000000,25030586,25030445,25.030445
0xD1B884C27726D782585a2807C9e919a92786B2dB,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,479,100000000,49690670,49690391,49.690391
0x9Bd0787873B50990c14Ef9155D7a095753C22485,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,551,25000000,591539,591535,0.591535
0xa17Cf0B41dFA1c18ef832c486e084C962A997eFE,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,589,1000000000,443662190,443659704,443.659704
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,794,77003619345,3377185167,3377166257,3377.166257
0x874C506D93e1bc08d735730A2e20beD16CE5bDB9,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,893,500000000,221831095,221829852,221.829852
0xB2206f941A5206B55BFA33E665687523A8bcEd80,0x91A7e8b5a3331cAf708ad3F90C71Cec10f37B125,1282,1000000000,3585704,3585683,3.585683
0xea13e2a6c52CE61c506247267D15d3bbA7CABA53,0x991739959726cb96f1caFF52c968f4f2912795Ff,1177,10689721376,120365778877309528363,0,0.0
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0x991739959726cb96f1caFF52c968f4f2912795Ff,1144,3000000,33779865008772358,0,0.0
0x5b2Eb37B05CB28DbCE6D83Ec25071860Bc6B36CC,0x991739959726cb96f1caFF52c968f4f2912795Ff,1304,50000000,562997737001049583,0,0.0
0x23AD30B8f1d8bA2f3cE3abEAbd9666b9add798d6,0x991739959726cb96f1caFF52c968f4f2912795Ff,1314,100000000,1125995474000000000,0,0.0
0x78eDDc163275E9e254557313CaD83D88e680c99f,0x991739959726cb96f1caFF52c968f4f2912795Ff,1508,2,0,0,0.0
0xea13e2a6c52CE61c506247267D15d3bbA7CABA53,0x51D9A55CeeA0fc14BD8DbA60af5284F0e17fC936,179,1000000000,4990519868682126496,0,0.0
0x3d3e5223330a00C76027852E5272f208e0e17031,0x51D9A55CeeA0fc14BD8DbA60af5284F0e17fC936,289,10000000,49905198686821264,0,0.0
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0x51D9A55CeeA0fc14BD8DbA60af5284F0e17fC936,742,3000000,14971559604131351,0,0.0
0x66AD8D3E0db87Ae882C1788e2cda9e31cDB4F013,0x51D9A55CeeA0fc14BD8DbA60af5284F0e17fC936,1260,2000000000,9981039734275440752,0,0.0
0x78eDDc163275E9e254557313CaD83D88e680c99f,0x51D9A55CeeA0fc14BD8DbA60af5284F0e17fC936,1503,2,0,0,0.0
0xa037Feb6508A8C2F93bb19f6721730C45921f2D0,0x22263b9c327817dF2B11d64dfeC2b4A754fE4457,185,1000000000,25988042248012317268,0,0.0
0xea13e2a6c52CE61c506247267D15d3bbA7CABA53,0x22263b9c327817dF2B11d64dfeC2b4A754fE4457,207,4900000000,127341407016012460214,0,0.0
0x66AD8D3E0db87Ae882C1788e2cda9e31cDB4F013,0x22263b9c327817dF2B11d64dfeC2b4A754fE4457,353,1000000000,25988042248165808206,0,0.0
0xD5013D3802F2B870209058e0Ff105Bf97F8B822D,0x22263b9c327817dF2B11d64dfeC2b4A754fE4457,364,100000000,2598804224816580820,0,0.0
0x9Bd0787873B50990c14Ef9155D7a095753C22485,0x22263b9c327817dF2B11d64dfeC2b4A754fE4457,550,25000000,649701056200307931,0,0.0
0x3B5a2B705f21398c0329581570618082a7D4c12c,0x22263b9c327817dF2B11d64dfeC2b4A754fE4457,1090,240000,6237130139541492,0,0.0
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0x22263b9c327817dF2B11d64dfeC2b4A754fE4457,789,3000000,77964126744367934,0,0.0
0x3f31371E915efe4067C241b9dDC919919b6871c5,0x22263b9c327817dF2B11d64dfeC2b4A754fE4457,858,5000000000,129940211240613224626,0,0.0
0x21fedf67De7a7dd7b01B83536d333D3b35A28c6D,0x22263b9c327817dF2B11d64dfeC2b4A754fE4457,939,100000000,2598804224812264492,0,0.0
0x662A79fBc9ae681d7cD19A7275Aa8b3187CcA622,0x22263b9c327817dF2B11d64dfeC2b4A754fE4457,969,10000000000,259880422481226449252,0,0.0
0x7fF3c36212F5B10846B7A2569b7b8a822a900050,0x22263b9c327817dF2B11d64dfeC2b4A754fE4457,1103,1000000000,25988042248000000000,0,0.0
0x78eDDc163275E9e254557313CaD83D88e680c99f,0x22263b9c327817dF2B11d64dfeC2b4A754fE4457,1516,2,0,0,0.0
0xea13e2a6c52CE61c506247267D15d3bbA7CABA53,0x8Abc20B4506988B555117e43A701D8658A9D370f,210,11183251384,432092318,425013853,425.013853
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0x8Abc20B4506988B555117e43A701D8658A9D370f,735,3000000,115912,114013,0.114013
0xea13e2a6c52CE61c506247267D15d3bbA7CABA53,0xd9Cd6de785C3b8F1939a8DD509019177B7D41a0E,215,1000000000,4053681192838925936,0,0.0
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0xd9Cd6de785C3b8F1939a8DD509019177B7D41a0E,731,3000000,12161043578516777,0,0.0
0x66AD8D3E0db87Ae882C1788e2cda9e31cDB4F013,0xd9Cd6de785C3b8F1939a8DD509019177B7D41a0E,1266,2000000000,8107362384209238476,0,0.0
0x78eDDc163275E9e254557313CaD83D88e680c99f,0xd9Cd6de785C3b8F1939a8DD509019177B7D41a0E,1510,2,0,0,0.0
0xea13e2a6c52CE61c506247267D15d3bbA7CABA53,0x2fa5F63792Ea0f3501C842417eF8E61F41c5E60f,244,100000000,72360262740356301,0,0.0
0x8EB12Be95E325376721Dd6dDeA39306171fAc71d,0x2fa5F63792Ea0f3501C842417eF8E61F41c5E60f,495,10000000,7236026274035630,0,0.0
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0x2fa5F63792Ea0f3501C842417eF8E61F41c5E60f,685,3000000,2170807882210689,0,0.0
0x78eDDc163275E9e254557313CaD83D88e680c99f,0x2fa5F63792Ea0f3501C842417eF8E61F41c5E60f,1529,2,0,0,0.0
0xea13e2a6c52CE61c506247267D15d3bbA7CABA53,0x6d4f3EB092a8312a52104B8786Cf5D6305261D07,247,1000000000,2273744985055356764,0,0.0
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0x6d4f3EB092a8312a52104B8786Cf5D6305261D07,728,3000000,6821234955166070,0,0.0
0xbf2217e4d458B4219DF6943853a053Ad4db772fa,0x6d4f3EB092a8312a52104B8786Cf5D6305261D07,1002,10000000,22737449842222145,0,0.0
0x02e74F3b930f8443DE58e9D3Bd57fc6b1612e627,0x6d4f3EB092a8312a52104B8786Cf5D6305261D07,1203,200000000,454748996800000000,0,0.0
0x78eDDc163275E9e254557313CaD83D88e680c99f,0x6d4f3EB092a8312a52104B8786Cf5D6305261D07,1509,2,0,0,0.0
0xea13e2a6c52CE61c506247267D15d3bbA7CABA53,0x93bec61F64227EeBBD0bB14E1AeCE56D63B9e0F7,251,500000000,4027828625389897249,0,0.0
0xD10bCB42C7b5381CBB278aFC02CE0ddAc76CCd4b,0x93bec61F64227EeBBD0bB14E1AeCE56D63B9e0F7,709,3000000,24166971751219602,0,0.0
0x64110F5bd00561cC7D1Df17f8FAf7168A80985Ac,0x93bec61F64227EeBBD0bB14E1AeCE56D63B9e0F7,1064,5000000000,40278286252032671309,0,0.0
0xF0177457dD06f99fA1973aDA68903DdF3B6De2BD,0x93bec61F64227EeBBD0bB14E1AeCE56D63B9e0F7,1168,100000000,805565725028869086,0,0.0
0x78eDDc163275E9e254557313CaD83D88e680c99f,0x93bec61F64227EeBBD0bB14E1AeCE56D63B9e0F7,1501,2,0,0,0.0
0xea13e2a6c52CE61c506247267D15d3bbA7CABA53,0x21E66DBd47d6376242956DaA7348682EBAd79D3B,261,500000000,726883653775379742,0,0.0
0x24cD9d885Fe462354E74BdC5361E0886441875DC,0x21E66DBd47d6376242956DaA7348682EBAd79D3B,281,10000000,14537673075507594,0,0.0
